ID,Comment
  윤석우,이거 듣다가 갑자기 나가면 진짜 허전해짐
  피 즈,1:23 이 부분 제스처 왤케 좋지
  PARAMOON.,가끔 코로나가 퍼지기전 내생활은 어땠나 하고 생각해본다.생각해보니 그리 다르진 않았던것 같다.사람은 그저 노력하지않아서 또는 그렇게는 하고싶지않아서 그저 삶에서 부터 도피하는거와 같다.
  ㅏㅏㅏㅏㅏ,최애팝송...
  유승민,진짜 비바람이다 치니까 나오누..
  PJS,1:24 이 부분 제일 좋음.
  선희 김,GOOD
  오명규,어이 자네.. 응 지금 스크롤 내리고 있는 당신..그래 자네..명곡을 알아보는 통찰력이 대단하시군
  도비,새해 복 많이 받으세요. 난 음악들으러 이만...
  알풀이,콜드플레이 있으니까 핫플레이라도 되고싶다...정 안되면 핫브레이크라도...
  강민형,마스크 안쓰고 저렇게 모여서 놀고싶다
  이준영,조회수가 1300만인데 좋아요 10만 싫어요가 1.2천이네 ㅋㅋㅋㅋㅋㅋ레전드 노래다 이건 음악역사에 한 획을 그엇네
  ThisLee,"이 노래 들을때마다 나폴레옹, 카이사르, 빌헬름 2세가 생각나는데 저만 그런가요"
  Jay K,음식을 포기하고 음악을 선택한 영국아티스트들은 먹을만한게 없어서 헝그리 정신으로 작곡했나보네
  쩝쩝,음식을 버리고 음악을 선택한 옳은예
  레온Jwoo,내일 시험 합격 하고 돌아오겠습니다!VIVA LA VIDA!
  이태준,자기전 나의 꿈을 만들기위한 준비가 필요했다...
  ᄋᄉᄋ,여러분들 코로나 이겨냅시다!
  롤하는 맘바,아니 나 볼때마다 느끼는 건데 가수가 겁나 지쳤나봄 제대로 부른 파트가 없넹 ㅎ
  그래,가사도 분위기도 찬양 집회 같어 ㅋㅋㅋㅋ
  1 Good,첫시작 스트링 반주 듣고 1차 소름 돈가스 고기 펴는 아저씨 때문에 2차 소름
  Window,2019년 마지막을 이 곡과 함께 하다
  pure,진짜 이 노래를 한 번만 들은 사람이 있을까요??
  아는척하는사람뚝배기깨기장인,"""성 베드로가 내 이름을 불러주진 않겠지""성경에 따르면 예수님이 돌아가시기 전에 베드로에게 천국의 열쇠를 주셨다고 한다그말은 즉 성베드로가 천국문을 지키고 있다는 뜻인데 성베드로가 자신의 이름을 불러주지 않겠지 라는 가사를 봤을때는 아마 자신의 눈에 세상을 가졌던 자신이 폭군이었던 삶을 후회하고 지옥에 떨어질 것이라는 것을 이미 알고 눈감기 전에 후회하던 폭군의 시점이었던 것으로 추정 할 필요도 없이 빼박"
  빠니물병,2022 출첵새해 첫 곡
  민수,수능 보러 가기 전에 이노래듣고 갈걸
  정단비,부럽다 마스크없는 복작복작..
  졸려,이거 들으면서 개 데리고 산책시키면 개가 아니라 사자 데리고 다니는 기분임
  ㅇㅌ,예체능은 진짜 영국이 최고다 ㅅ발..
  Bill Evans,네로황제의 이야기를 노래로 풀어낸거같군요
  지윤후,3:11 불켜지면서 하이라이트 나오는거
  쟌나비,이거 듣고 음원은 허전하다
  AAA,“오오오오 오오오오 팝송” 치면나오는 노래
  황인준,0:00 영화의 한장면 같다
  허용호,무교도 신성 기독교로 만들어버리는 노래같네
  CAKE,다음생엔 서양에서도 한번 태어나보고싶다..이 영상보면서 독서실에 쳐앉아있으니 현타 ㅈㄴ오네ㅋㅋㅋㅋ
  박현진,정말  세계인을 뒤흔들 뮤지션이다 ^^삶에  지쳐  쓰러지려할때공부에  일에  업무에답답한 일상을 지우고 치유해주는건Coldplay  뿐이다 ^^
  유오이와,음악의 힘은 정말 대단하네요
  Berk087,흰티셔츠 멋지다
  h12,첫소절 듣자마자 진짜 말로 설명이안되는 감정들이 올라온다...
  오징,도쿄올림픽 남자 축구 경기 결승전 끝나고 이노래나오길레 찐인가 싶어서 왔수다
  austin steve,와 북치는형 안힘드나 조낸 힘들꺼같은데 저거 1분만 저렇게쳐도 개힘들던데
  짬찌소위,콜드플레이 공연영상 볼때마다 느끼는건데 악기나 무대 디자인이 너무 이쁨..
  Jade L,신나는 비트와 아름답고 찬미로운 멜로디 그리고 이와 대조적이어서 더더욱 노래의 제목과 그 의미를 되새기게 만드는 성공과 영광을 뒤로 한 실패와 후회로 가득한 가사. 인생이란 무엇인지 노래하나로 압축시킨 콜드플레이  최고의 에세이.
  브리쓰,내년 4월 내한 가고 싶다ㅠㅠ
  ST Yang,저는 이 영상을 노래듣기 위해서도 오지만 가사를 보기위해서도 옵니다. 무려 데드풀의 번역을 담당하셨던 갓석희님께서 번역을 하셨기 때문이죠. '검과 방패가 되어주오'처럼 고전적 어조를 사용해서 진짜 옛사람이 말을 해주는것처럼 생생하게 전달되는것 같아요. 귀로 소름 한번돋고 가사보면서 소름이 한번더 돋습니다
  짜라짜짜,아 눙물나 코로나 언제 끝나 스벌
  Declan,그들은 입으로 뱉는걸 2개나 만들었다.노래와 음식
  냠냠,"이 영상 진짜 너무 좋다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 몇번이나 본건지,, 특히 비바라비다 나오자마자 사람들 표정 환해지면서 미친듯이 소리지르는 장면 너무 좋음 ㅠㅠ 나까지 활기차진다,, 콜드플레이,, 내한 갈 수 잇을까 ㅠㅠ"
  11,다시 저런 콘서트가 열리는 날이 올까... 꼭 가고싶다
  공공,혼자 북치고 종치고 해봤는데 진짜 힘드네..
  wangkangg,가사부터가 간지남 뭐 하나 거를게 없는 띵곡중의 갓띵곡
  쒸빠빠,코로나 없는 세상이 오긴할까 ㅜ
  코카콜라,합격하면 여기로 오기로 했었지Here I am.
  흔 일,원곡보다 떼창있는 콘서트버전이 더 넘사로좋다
  아냐응,핸드폰 액정 밖에서도 미치는데 저 자리서 다같이 때창하면 진짜 재밌겠다
  소잃고뇌약간고친다,코로나 아닐때가 그립네 저렇게 붙어서 다같이 노래 부르고 뛰고 보는 내가 신난다 으앙 ㅠㅠ 콘서트 가고 싶당..
  살아가는,관객도 평생 잊지 못할 일이겠지만 콜드플레이는 얼마나 감격스러웠을까 관객이 부러운 것 보단 콜드플레이가 부럽다
  ᄒᄋᄅ,전세계라이브 가나요?
  알사탕,"I used to rule the world Seas would rise when I gave the word Now in the morning, I sleep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead! Long live the king! One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand I hear Jerusalem bells are ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain Once you go there was never, never a honest word And that was when I ruled the world It was a wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh, who would ever want to be king? I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world Oh, oh, oh, oh, oh I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
  풀잎 Fullip,논문 표절한 홍모씨의 비바라비다듣다가 이걸 들으니깐 귀정화가 되는구만
  ᄋᄋᄂᄋ,아 한국에서 해주면 이거 10배는 들려줄 수 있는데
  강룬슬,와... 우연히 유튜브 보다가 알게 된 노래인데 정말 좋은 노래입니다. 이 노래를 들으면 없던 자신감도 생기고 웅장이 가슴해지네요. 이 노래 직접 라이브로 듣는 게 소원 중 하나가 되었습니다. 매우 좋습니다 !!!
  배성재,저렇게 뛰어다니는데 보컬 탄탄한거 보고 지렸습니다...
  Jungho Kim,어제 라이브콘서트 봤는데이곡 부를 때 진짜 직관했음 좋았겠다 싶었어요 ㅠㅜ코로나 빨리 사라져버려라~
  최얼라,이시대에 이음악을 들을수 있어서 참 행복하네요
  JY Byun,기왕이면 서울영상으로 올려주지 워너......... 아 떼창에 가사가 안들려서 그런가
  8P,북에 손 집어넣을때 북아조씨 놀라는게 너무 귀여워서 이 영상만 보네
  스트린,원곡이랑 부르는 방법이 바꿨지만 이것도 레전드라는것은 변함없다
  박현석,유튜브에서 처음 댓글 달아본다ㅠ진짜..말 그대로 영상보는데 심장이 웅장해진다는 느낌이 뭔 줄 알게 되는 영상내한 공연 혹여라도 오면 진짜 무슨 수를 써서라도 꼭 가야지!!
  배준원,이 노래 듣고 이어폰 빼고 나면 뭔가 허무함 방금까지 왕이었다가 몰락한 느낌이야
  김민재,갠적으로 이 노래는 전주에서부터 끝났다..도입부가 이렇게 중독적일 수가 없음
  딸기맛우유,인생이여 만세
  댄싱천재,우리는 이런 일상을 누리지 못한채 지금 집에 있음 세계 의료진 여러분 화이팅 하세요 언젠가는 끝날것입니다 이 코로나가
  ᄋᄋ,제발 저걸 라이브로 한번이라도 들어보고싶다
  ㄹ,한번도 못본 사람은 있어도 한번만 본 사람은 없는 영상
  연우,진짜 뭐가 끝나던 간에 마지막 순간에 이거 틀어야 될 것 같음
  hinoaerock,진짜 미쳤다
  에버그린,"No masks, No vax, No distance."
  M J,미래의 인류가 음악이 무엇이냐고 물으면 이 영상을 보여줘라.. 음악이 뭔지 보여주는 영상인것 같음
  김규민,이게 벌써 3년전임
  노을빛,나는 어떻게 양손으로 북이랑 종 박자를 다르게 칠 수 있는지 신기하다...내가 치면 중간에 박자가 같아질텐데..ㅋㅋㅋㅋ
  조펄,우리나라 공연도 이렇게 예쁘게 무대 좀 꾸며 줬으면
  Chan_hhh,이노래는 언제 들어도 안질리고 지린다..
  이후보님 만세 여가부 폐지는 정신병,먹는걸 포기한 대신 음악을 선택한 영국
  Ha Sage,처음 연애프로그램에서 ost로 들었는데 그 때의 심장울림을 아직도 잊을 수 없다...
  박민근,조조에게 들려주고싶은 노래
  이지헤,북치는오빠 공연끝나고 옆에사람이 밥먹여줘야되는거아니냐 손떨려서 포크도못들거같은데
  펙코인젓갈,전율이 돋는 노래 명곡이다 !!
  삼남매의 일상,영화 장면인 줄 알고 들어왔는데 진짜 콘서트였네.. 멋지당ㅇ!!!
  캡틴남조선,우리에게는 송골매와 백두산이 있다.
  성이름,진짜 이 노래만큼 희망찬 노래가 없는 것 같다
  찐이인,신랑 입장해야할거같아요..
  아무것도모르는인프피,죽기전에 해야할 것coldplay 내한공연가기
  아기코끼리끼리,후반부의 오~~~~ 떼창은 언제 들어도 가슴이 벅차오른다
  사마현,시민의 왕이 등극한 프랑스의 상황을 으스트리아의 작은 도시에서 들은 샤를 10세의 상황
  뚜뚜,콜플 공연 너무 보고싶다 진짜...
  무야호,미쳐써ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ10년이 지나도 명곡
  ᄆᄐ,"viva la vida   I used to rule the world난 한 때 세상을 지배했었어Seas would rise when I gave the word내 한마디에 바다가 들썩이곤 했었어Now in the morning I sleep alone하지만 이제 난 아침에 혼자서 잠을 청하곤 해Sweep the streets I used to own한때 내 것이었던 거리를 청소하면서 I used to roll the dice난 한때 주사위를 굴리곤 했지Feel the fear in my enemy's eyes내 적들의 눈 속에 비친 공포를 느끼면서Listen as the crowd would sing:군중의 노래를 잘 들어봐:""Now the old king is dead! Long live the king!""""옛 왕이 죽었다! 폐하 만세!"" One minute I held the key한때 난 열쇠를 지고 있었고Next the walls were closed on me바로 다음 순간에 벽들은 나를 가둬버렸어And I discovered that my castles stand그리고 난 알아버렸어 내 성은Upon pillars of salt and pillars of sand모래와 소금의 기둥에 지탱되고 있다는 걸 I hear Jerusalem bells a ringing내 귀엔 예루살렘의 종소리가 들리고Roman Cavalry choirs are singing로마 기병대 악단의 노래소리도 들려Be my mirror my sword and shield나의 거울이 되어주오, 나의 검과 나의 방패My missionaries in a foreign field그리고 낯선 땅에 있는 나의 선교자들이여For some reason I can't explain난 왠지 모르게 설명 할 수 없어Once you go there was never, never an honest word그곳에 다다르면 절대, 절대로 진실된 말 같은건 없어That was when I ruled the world내가 세상을 지배했을때 말이지 It was the wicked and wild wind사악하고 난폭한 바람이었어Blew down the doors to let me in.내가 들어 갈 수 있게 문을 부숴준건Shattered windows and the sound of drums부서진 창문들과 북소리들People couldn't believe what I'd become사람들은 나의 변한 모습을 믿기 힘들어 했지 Revolutionaries wait혁명가들은 기다리고 있지For my head on a silver plate은쟁반 위에 올려진 내 머리를Just a puppet on a lonely string난 그저 외로운 줄에 달린 꼭두각시인걸Oh who would ever want to be king?그 누가 왕이 되고 싶어할까? I hear Jerusalem bells a ringing내 귀엔 예루살렘의 종소리가 들리고Roman Cavalry choirs are singing로마 기병대 악단의 노랫소리도 들려Be my mirror my sword and shield나의 거울이 되어 주오, 나의 검과 나의 방패My missionaries in a foreign field그리고 낯선 땅에 있는 나의 선교자들이여For some reason I can't explain난 왠지 모르게 설 할 수가 없어I Know Saint Peter난 알고있어 성 베드로가won't call my name Never an honest word내 이름을 부르지 않을 꺼라는 것을But that was when I ruled the world내가 세상을 지배했을때 말이지 ooooo ooooo ooooo oooooo ooooo I hear Jerusalem bells a ringing내 귀엔 예루살렘의 종소리가 들리고Roman Cavalry choirs are singing로마 기병대 악단의 노랫소리도 들려Be my mirror my sword and shield나의 거울이 되어 주오, 나의 검과 방패My missionaries in a foreign field그리고 낯선 땅에 있는 나의 선교자들이여For some reason I can't explain난 왠지 모르게 설명 할 수가 없어I Know Saint Peter난 알고있지 성베드로가won't call my name Never an honest word나의 이름을 부르지 않을 꺼라는 것을But that was when I ruled the world내가 세상을 지배 했을때 말이지Oooooh Oooooh Oooooh"
  앜쿠,카메라 앵긍 진짜 잘잡는다... 영화의 한 장면 딱이다
  파시,오아아와와!!!!!!!!!!!!!!
